"age","sex","category","population"
30,"Naiset","v2010",32
30,"Naiset","v2024",23
31,"Naiset","v1990",25
31,"Naiset","v2010",36
31,"Naiset","v2024",31
32,"Naiset","v1990",34
32,"Naiset","v2010",45
32,"Naiset","v2024",34
33,"Naiset","v1990",28
33,"Naiset","v2010",27
33,"Naiset","v2024",31
34,"Naiset","v1990",38
34,"Naiset","v2010",42
34,"Naiset","v2024",21
35,"Naiset","v1990",39
35,"Naiset","v2010",40
35,"Naiset","v2024",22
36,"Naiset","v1990",32
36,"Naiset","v2010",37
36,"Naiset","v2024",29
37,"Naiset","v1990",29
37,"Naiset","v2010",33
37,"Naiset","v2024",21
38,"Naiset","v1990",44
38,"Naiset","v2010",27
38,"Naiset","v2024",28
39,"Naiset","v1990",30
39,"Naiset","v2010",28
39,"Naiset","v2024",36
40,"Naiset","v1990",28
40,"Naiset","v2010",36
40,"Naiset","v2024",34
41,"Naiset","v1990",34
41,"Naiset","v2010",29
41,"Naiset","v2024",38
42,"Naiset","v1990",37
42,"Naiset","v2010",42
42,"Naiset","v2024",45
43,"Naiset","v1990",34
43,"Naiset","v2010",28
43,"Naiset","v2024",29
44,"Naiset","v1990",28
44,"Naiset","v2010",49
44,"Naiset","v2024",42
45,"Naiset","v1990",31
45,"Naiset","v2010",31
45,"Naiset","v2024",43
46,"Naiset","v1990",25
46,"Naiset","v2010",42
46,"Naiset","v2024",45
47,"Naiset","v1990",21
47,"Naiset","v2010",34
47,"Naiset","v2024",29
48,"Naiset","v1990",16
48,"Naiset","v2010",40
48,"Naiset","v2024",32
49,"Naiset","v1990",32
49,"Naiset","v2010",30
49,"Naiset","v2024",41
50,"Naiset","v1990",11
50,"Naiset","v2010",30
50,"Naiset","v2024",29
51,"Naiset","v1990",25
51,"Naiset","v2010",33
51,"Naiset","v2024",35
52,"Naiset","v1990",13
52,"Naiset","v2010",31
52,"Naiset","v2024",22
53,"Naiset","v1990",17
53,"Naiset","v2010",34
53,"Naiset","v2024",27
54,"Naiset","v1990",17
54,"Naiset","v2010",37
54,"Naiset","v2024",30
55,"Naiset","v1990",24
55,"Naiset","v2010",37
55,"Naiset","v2024",27
56,"Naiset","v1990",16
56,"Naiset","v2010",36
56,"Naiset","v2024",27
57,"Naiset","v1990",19
57,"Naiset","v2010",28
57,"Naiset","v2024",23
58,"Naiset","v1990",18
58,"Naiset","v2010",43
58,"Naiset","v2024",42
59,"Naiset","v1990",19
59,"Naiset","v2010",31
59,"Naiset","v2024",26
60,"Naiset","v1990",25
60,"Naiset","v2010",31
60,"Naiset","v2024",33
61,"Naiset","v1990",26
61,"Naiset","v2010",33
61,"Naiset","v2024",30
62,"Naiset","v1990",22
62,"Naiset","v2010",33
62,"Naiset","v2024",30
63,"Naiset","v1990",21
63,"Naiset","v2010",28
63,"Naiset","v2024",24
64,"Naiset","v1990",14
64,"Naiset","v2010",24
64,"Naiset","v2024",24
65,"Naiset","v1990",20
65,"Naiset","v2010",19
65,"Naiset","v2024",32
66,"Naiset","v1990",10
66,"Naiset","v2010",19
66,"Naiset","v2024",28
67,"Naiset","v1990",16
67,"Naiset","v2010",19
67,"Naiset","v2024",33
68,"Naiset","v1990",14
68,"Naiset","v2010",17
68,"Naiset","v2024",25
69,"Naiset","v1990",27
69,"Naiset","v2010",22
69,"Naiset","v2024",39
70,"Naiset","v1990",7
70,"Naiset","v2010",12
70,"Naiset","v2024",28
71,"Naiset","v1990",16
71,"Naiset","v2010",14
71,"Naiset","v2024",24
72,"Naiset","v1990",12
72,"Naiset","v2010",9
72,"Naiset","v2024",32
73,"Naiset","v1990",12
73,"Naiset","v2010",15
73,"Naiset","v2024",24
74,"Naiset","v1990",11
74,"Naiset","v2010",12
74,"Naiset","v2024",24
75,"Naiset","v1990",11
75,"Naiset","v2010",19
75,"Naiset","v2024",26
76,"Naiset","v1990",10
76,"Naiset","v2010",15
76,"Naiset","v2024",21
77,"Naiset","v1990",12
77,"Naiset","v2010",15
77,"Naiset","v2024",23
78,"Naiset","v1990",12
78,"Naiset","v2010",14
78,"Naiset","v2024",22
79,"Naiset","v1990",11
79,"Naiset","v2010",17
79,"Naiset","v2024",11
80,"Naiset","v1990",9
80,"Naiset","v2010",16
80,"Naiset","v2024",17
81,"Naiset","v1990",8
81,"Naiset","v2010",19
81,"Naiset","v2024",15
82,"Naiset","v1990",11
82,"Naiset","v2010",16
82,"Naiset","v2024",15
83,"Naiset","v1990",8
83,"Naiset","v2010",11
83,"Naiset","v2024",13
84,"Naiset","v1990",8
84,"Naiset","v2010",9
84,"Naiset","v2024",8
85,"Naiset","v1990",6
85,"Naiset","v2010",14
85,"Naiset","v2024",10
86,"Naiset","v1990",4
86,"Naiset","v2010",6
86,"Naiset","v2024",6
87,"Naiset","v1990",4
87,"Naiset","v2010",11
87,"Naiset","v2024",4
88,"Naiset","v1990",7
88,"Naiset","v2010",10
88,"Naiset","v2024",9
89,"Naiset","v1990",3
89,"Naiset","v2010",8
89,"Naiset","v2024",11
90,"Naiset","v1990",1
90,"Naiset","v2010",2
90,"Naiset","v2024",5
91,"Naiset","v1990",3
91,"Naiset","v2010",7
91,"Naiset","v2024",3
92,"Naiset","v1990",2
92,"Naiset","v2010",0
92,"Naiset","v2024",6
93,"Naiset","v1990",1
93,"Naiset","v2010",3
93,"Naiset","v2024",6
94,"Naiset","v1990",1
94,"Naiset","v2010",4
94,"Naiset","v2024",2
95,"Naiset","v1990",0
95,"Naiset","v2010",0
95,"Naiset","v2024",3
96,"Naiset","v1990",0
96,"Naiset","v2010",0
96,"Naiset","v2024",2
97,"Naiset","v1990",1
97,"Naiset","v2010",1
97,"Naiset","v2024",0
98,"Naiset","v1990",0
98,"Naiset","v2010",0
98,"Naiset","v2024",0
99,"Naiset","v1990",0
99,"Naiset","v2010",0
99,"Naiset","v2024",0
100,"Naiset","v1990",0
100,"Naiset","v2010",1
100,"Naiset","v2024",2
